Nombre del Programa,Nombre de la modalidad/Categoría (si aplica) ,Institución a cargo,Características del apoyo,Entrega del apoyo,Descripción del programa,Dato de contacto para pedir informes[formateado],Dato de contacto para pedir informes,Clasificación por prioridad,Profesionista,Necesidad,Tradicional,Lifestyle,Cultural,Emp Social,Alto impacto,Aún no existe,Start up,Crecimiento,Consolidación
Ferias con pabellón nacional,,PROMÉXICO,Comercialización,Servicio, Facilita a los exportadores mexicanos formar parte de la comitiva que participa en las Ferias Internacionales.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Agenda de negocios,,PROMÉXICO,Comercialización,Servicio,Concerta entrevistas con clientes potenciales para las empresas mexicanas exportadoras.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Promoción de oferta exportable,,PROMÉXICO,Comercialización,Servicio,"Brinda el servicio de promoción en el exterior de muestras, catálogos, listas de precios y especificaciones técnicas que reciben las Oficinas de Representación de ProMéxico alrededor del mundo.","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Representantes en Negocios Internacionales,,PROMÉXICO,Comercialización,Servicio,Ofrece el servicio de Representantes en Negocios Internacionales para impulsar el desarrollo de proyectos de exportación e internacionalización de empresas mexicanas.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Reportes estandarizados de mercado,,PROMÉXICO,Comercialización,Servicio,Facilita documentos de análisis e identificación de mercados que muestren oportunidades de exportación.,"ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Hecho en México - B2B,,PROMÉXICO,Comercialización,Servicio,"Servicio que consiste en ofrecer una Plataforma de promoción internacional que busca elevar la visibilidad de la empresa mexicana sus productos y servicios en los mercados internacionales, a través de conjuntar la oferta mexicana con la demanda extranjera de manera ágil e interactiva, ofreciendo un seguimiento puntual en relación con compradores extranjeros.","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/","ProMéxico: Camino a Santa Teresa No. 1679,  Col. Jardines del Pedregal, Del. Álvaro Obregón,  01900, México  D.F.,  Tel.: 5447 7000, 01 800 EXPORTE (3976783) Sitio web oficial: : http://promexico.gob.mx/",Expandir mi mercado.,0,0,"1c
1d",0,0,0,1,0,1,1,1
Estancias Infantiles para apoyar a Madres Trabajadoras,,SEDESOL,Otros - guarderías,Subsidio,"Brinda apoyo económico desitando a servicios de cuidado y atención para niños y niñas, para que sus padres continúen con sus estudios o puedan conseguir o conservar su trabajo.","(01 55) 5141 7900, ext. 54221,54223, 54245 y 54247Horario de atención9:00 AM a 8:00 PMCorreo electrónicoestanciasinfantiles@sedesol.gob.mx","(01 55) 5141 7900, ext. 54221,
54223, 54245 y 54247
Horario de atención
9:00 AM a 8:00 PM
Correo electrónico
estanciasinfantiles@sedesol.gob.mx",1,1,1,1,0,0,0,0,1,1,0,0
Fondo de Innovación Tecnológica (FIT),,"Secretaría de Economía
CONACYT","Activo fijo
Asesoría/Capacitación",Subsidio,Otorga apoyo económico para el desarrollo y consolidación de los proyectos de innovación tecnológica.,"Dirección: Av Insurgentes Sur 1582, Crédito Constructor, Benito Juárez, 03940 Ciudad de México, Distrito FederalTeléfono:01 55 5322 7700","Dirección: Av Insurgentes Sur 1582, Crédito Constructor, Benito Juárez, 03940 Ciudad de México, Distrito Federal
Teléfono:01 55 5322 7700",Incorporar tecnología e innovación.,0,0,0,0,0,0,1,1,1,1,1
Fondos Mixtos,"Fortalecimiento en las Entidades Federativas de las Capacidades Científicas, Tecnológicas y de Innovación",CONACYT,"Activo fijo
Asesoría/Capacitación
Gasto corriente","Subsidio
Crédito","Por medio de distintas convocatorias, ofrece apoyo económico para el desarrollo de proyectos de alta tecnología. Cada convocatoria delimita los tipos de proyecto a apoyar, así como los rubros en los que se puede ejercer el apoyo recibido.","Dirección: Av Insurgentes Sur 1582, Crédito Constructor, Benito Juárez, 03940 Ciudad de México, Distrito FederalTeléfono:01 55 5322 7700","Dirección: Av Insurgentes Sur 1582, Crédito Constructor, Benito Juárez, 03940 Ciudad de México, Distrito Federal
Teléfono:01 55 5322 7700",Incorporar tecnología e innovación.,0,0,0,0,0,0,1,1,1,1,1
Programa de sustitución de refrigeradores de uso doméstico para usuarios en tarifa doméstica (de la 1 a la 1F),,Secretaría de Energía (SENER),Activo fijo,Subsidio,Otorga apoyo económico a MiPyMEs para impulsar la transición hacia el uso de las tecnologías más eficientes en consumo de energía eléctrica y uso de gases refrigerantes menos contaminantes.,Nombre: Eduardo Ávila García Cargo: Gerente de Operación Teléfono: 11 01 05 20 EXT. 96324 Correo electrónico: eduardo.avila01@cfe.gob.mx ,"Nombre: Eduardo Ávila García 
Cargo: Gerente de Operación 
Teléfono: 11 01 05 20 EXT. 96324 
Correo electrónico: eduardo.avila01@cfe.gob.mx ",Incorporar tecnología e innovación.,1,0,1,1,0,0,0,0,1,1,1
Programa de ahorro y eficiencia energética empresarial.,,Secretaría de Energía (SENER),Activo fijo,Subsidio,Otorga apoyo económico a MiPyMEs para impulsar la transición hacia el uso de las tecnologías más eficientes en consumo de energía eléctrica y uso de gases refrigerantes menos contaminantes.,Nombre: Jose Antonio Urteaga Cargo: Subdirector de Operación Teléfono: 11 01 05 20 EXT. 96301 Correo electrónico: jose.urteaga@cfe.gob.mx ,"Nombre: Jose Antonio Urteaga 
Cargo: Subdirector de Operación 
Teléfono: 11 01 05 20 EXT. 96301 
Correo electrónico: jose.urteaga@cfe.gob.mx ",Incorporar tecnología e innovación.,1,0,1,1,0,0,0,0,0,1,1
Instituto Mexicano de la Propiedad Industrial (IMPI),,Instituto Mexicano de la Propiedad Industrial (IMPI),Trámites,Servicio,Registro de propiedad industrial.,Nombre: Eliseo Montiel CuevasCargo: Director Divisional de MarcasTeléfono: 56240400 ext. 10039Correo electrónico: emontiel@impi.gob.mx,"Nombre: Eliseo Montiel Cuevas
Cargo: Director Divisional de Marcas
Teléfono: 56240400 ext. 10039
Correo electrónico: emontiel@impi.gob.mx",Incorporar tecnología e innovación.,0,0,0,0,0,1,1,0,1,1,1
Incentivos a la Comercialización,Comercialización y Desarrollo de Mercados,Sagarpa,"Comercialización
Instrumentos financieros",Servicio,Permite el acceso de los productores y compradores agropecuarios al mercado de derivados.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros,0,1,1,0,0,1,1,0,1,1,1
Fomento a la Agricultura,Agroincentivos ,Sagarpa,"Activo fijo
Capital de trabajo y otros",Subsidio,"Otorga apoyo económico a productores que se dediquen principalmente a la producción de granos básicos, mediante incentivos económicos para el uso de insumos que incidan en una agricultura rentable.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incorporar tecnología e innovación.,0,1,1,0,0,1,1,0,1,1,1
Fomento a la Agricultura,Producción Intensiva y Cubiertas Agrícolas (PROCURA),Sagarpa,Activo fijo,Subsidio,Otorga apoyo económico para tecnificar bajo cubierta las unidades de producción agrícola.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incorporar tecnología e innovación.,0,0,1,0,0,1,1,0,1,1,1
Fomento a la Agricultura,Tecnificación del Riego ,Sagarpa,Activo fijo,Subsidio,Otorga apoyo económico destinado a la implementación de sistemas de riego y drenaje en terrenos agrícolas.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incorporar tecnología e innovación.,0,0,1,0,0,1,1,0,1,1,1
Fomento a la Agricultura,Bioenergía y Sustentabilidad ,Sagarpa,"Activo fijo
Capital de trabajo y otros",Subsidio,"Otorga apoyo económico para promover prácticas sustentables, como el aprovechamiento, generación y uso de energías renovables, el uso eficiente de la energía, la producción sustentable de bioenergéticos, cultivos orgánicos, la producción y uso de bioinsumos, y nuevos productos de la bioeconomía.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incorporar tecnología e innovación.,0,0,0,0,0,1,1,0,1,1,1
Fomento a la Agricultura,Reconversión y Productividad ,Sagarpa,"Activo fijo
Capital de trabajo y otros",Subsidio,Otorga apoyo económico para la compra de paquetes tecnológicos que permitan a los productores cambiar sus cultivos tradicionales por cultivos más productivos de acuerdo a su región.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incorporar tecnología e innovación.,0,0,1,0,0,1,1,0,1,1,1
"Innovación, Investigación, Desarrollo Tecnológico y Educación (PIDETEC)",,Sagarpa,"Activo fijo
Asesoría/Capacitación
Certificación
Consultoría
",Subsidio,"Otorga apoyo económico a proyectos productivos del sector agroalimentario que buscan mejorar su productividad a través de la aplicación de innovaciones, desarrollos tecnológicos y biotecnológicos.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incorporar tecnología e innovación.,0,0,1,0,0,1,1,0,1,1,1
Productividad y Competitividad Agroalimentaria,Fortalecimiento a la Cadena Productiva,Sagarpa,Instrumentos financieros,Subsidio,"Otorga apoyo económico para que, tanto productores como compradores, puedan acceder al mercado de derivados financieros.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros,0,0,1,0,0,1,1,0,1,1,1
Productividad y Competitividad Agroalimentaria,Planeación de Proyectos (Mapa de Proyectos),Sagarpa,Investigación & Desarrollo,Pago por servicio,Otorga apoyo económico para la realización de investigaciones que generen innovación en el sector agropecuario.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incorporar tecnología e innovación.,0,0,0,0,0,1,1,0,1,1,1
Programa Integral de Desarrollo Rural,Extensión e Innovación Productiva (CEIP) ,Sagarpa,"Asesoría/Capacitación
Innovación
Vinculación
Otros",Subsidio,"Otorga apoyo económico a proyectos productivos que cuentan o buscan incorporar componentes de innovación. El apoyo puede ser destinado al pago de capacitación. Además, el programa busca vincular a los beneficiarios con instituciones nacionales y extranjeras.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incorporar tecnología e innovación.,0,1,1,0,0,1,1,0,1,1,1
Programa Integral de Desarrollo Rural,Fortalecimiento a Organizaciones Rurales ,Sagarpa,Otros - realización de eventos,Subsidio,Otorga apoyo económico a organizaciones sociales interesadas en realizar eventos relacionados con temas agroalimentarios. ,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Expandir mi mercado.,0,0,1,0,0,1,1,0,0,1,1
Programa Integral de Desarrollo Rural,Conservación y Uso Sustentable de Suelo y Agua (COUSSA) ,Sagarpa,"Activo fijo
Asesoría/Capacitación
Consultoría",Subsidio,"Otorga apoyo económico a proyectos relacionados con la conservación y uso sustentable del suelo y el agua. El apoyo puede ser destinado a la adquisición de servicios de consultoría, asistencia técnica, infraestructura, entre otros.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Incorporar tecnología e innovación.,0,1,1,0,0,1,1,0,1,1,1
Bazar del Águila,,Cuauhtémoc,Comercialización,Comercialización,Bazar organizado todos los sábados en la explanada de la delegación. Los productores artesanales pueden ofrecer sus productos.,Director de Desarrollo Económico y Fomento Económico24523111 jpadilla91@hotmail.com,"Director de Desarrollo Económico y Fomento Económico
24523111 
jpadilla91@hotmail.com",Expandir mi mercado.,1,1,0,1,1,0,0,0,1,1,1
Apoyos del Programa para el Desarrollo Rural Sustentable de Milpa Alta (PRODERSUMA),,Milpa Alta,"Activo fijo
Capital de trabajo y otros",Subsidio,"Otorga apoyo económico a habitantes, productores, ejidatarios o comuneros para conservar, proteger y restaurar los recursos naturales en beneficio de la biodiversidad y de los agroecosistemas. El apoyo económico impulsa la implementación de proyectos de conservación y manejo sustentable de los recursos naturales.","Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000tel: 5862 3150 ext. 1501correo: galiciaj@milpa-alta.df.gob.mx","Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000
tel: 5862 3150 ext. 1501
correo: galiciaj@milpa-alta.df.gob.mx",Incorporar tecnología e innovación.,0,1,1,0,0,1,1,1,1,0,0
